yourlist:M20200514A94466D2655679D1FD8953E075198DA8C1D4D0E	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
UQCC3	Q6UW78	UQCC3_HUMAN	reviewed	Ubiquinol-cytochrome-c reductase complex assembly factor 3 (Assembly factor CBP4 homolog)	UQCC3 C11orf83 UNQ655/PRO1286	Homo sapiens (Human)	93
NXF1	Q9UBU9	NXF1_HUMAN	reviewed	Nuclear RNA export factor 1 (Tip-associated protein) (Tip-associating protein) (mRNA export factor TAP)	NXF1 TAP	Homo sapiens (Human)	619
SLC3A2	P08195	4F2_HUMAN	reviewed	4F2 cell-surface antigen heavy chain (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	SLC3A2 MDU1	Homo sapiens (Human)	630
CHRM1	P11229	ACM1_HUMAN	reviewed	Muscarinic acetylcholine receptor M1	CHRM1	Homo sapiens (Human)	460
SLC22A24	Q8N4F4	S22AO_HUMAN	reviewed	Steroid transmembrane transporter SLC22A24 (Solute carrier family 22 member 24)	SLC22A24	Homo sapiens (Human)	552
SLC22A10	Q63ZE4	S22AA_HUMAN	reviewed	Solute carrier family 22 member 10 (Organic anion transporter 5)	SLC22A10 OAT5	Homo sapiens (Human)	541
RARRES3	Q9UL19	PLAT4_HUMAN	reviewed	Phospholipase A and acyltransferase 4 (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (HRAS-like suppressor 4) (HRSL4) (RAR-responsive protein TIG3) (Retinoic acid receptor responder protein 3) (Retinoid-inducible gene 1 protein) (Tazarotene-induced gene 3 protein)	PLAAT4 RARRES3 RIG1 TIG3	Homo sapiens (Human)	164
RTN3	O95197	RTN3_HUMAN	reviewed	Reticulon-3 (Homolog of ASY protein) (HAP) (Neuroendocrine-specific protein-like 2) (NSP-like protein 2) (Neuroendocrine-specific protein-like II) (NSP-like protein II) (NSPLII)	RTN3 ASYIP NSPL2	Homo sapiens (Human)	1032
C11orf95	C9JLR9	CK095_HUMAN	reviewed	Uncharacterized protein C11orf95	C11orf95	Homo sapiens (Human)	678
RCOR2	Q8IZ40	RCOR2_HUMAN	reviewed	REST corepressor 2	RCOR2	Homo sapiens (Human)	523
MACROD1	Q9BQ69	MACD1_HUMAN	reviewed	ADP-ribose glycohydrolase MACROD1 (MACRO domain-containing protein 1) (O-acetyl-ADP-ribose deacetylase MACROD1) (EC 3.1.1.106) (Protein LRP16) ([Protein ADP-ribosylaspartate] hydrolase MACROD1) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD1) (EC 3.2.2.-)	MACROD1 LRP16	Homo sapiens (Human)	325
FLRT1	Q9NZU1	FLRT1_HUMAN	reviewed	Leucine-rich repeat transmembrane protein FLRT1 (Fibronectin-like domain-containing leucine-rich transmembrane protein 1)	FLRT1 UNQ752/PRO1483	Homo sapiens (Human)	646
NUDT22	Q9BRQ3	NUD22_HUMAN	reviewed	Uridine diphosphate glucose pyrophosphatase NUDT22 (UDPG pyrophosphatase) (UGPPase) (EC 3.6.1.45) (Nucleoside diphosphate-linked moiety X motif 22) (Nudix motif 22)	NUDT22 PP11246	Homo sapiens (Human)	303
VEGFB	P49765	VEGFB_HUMAN	reviewed	Vascular endothelial growth factor B (VEGF-B) (VEGF-related factor) (VRF)	VEGFB VRF	Homo sapiens (Human)	207
FKBP2	P26885	FKBP2_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase)	FKBP2 FKBP13	Homo sapiens (Human)	142
PLCB3	Q01970	PLCB3_HUMAN	reviewed	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-3) (Phospholipase C-beta-3) (PLC-beta-3)	PLCB3	Homo sapiens (Human)	1234
GPR137	Q96N19	G137A_HUMAN	reviewed	Integral membrane protein GPR137 (Transmembrane 7 superfamily member 1-like 1 protein)	GPR137 C11orf4 GPR137A TM7SF1L1	Homo sapiens (Human)	417
KCNK4	Q9NYG8	KCNK4_HUMAN	reviewed	Potassium channel subfamily K member 4 (TWIK-related arachidonic acid-stimulated potassium channel protein) (TRAAK) (Two pore potassium channel KT4.1) (Two pore K(+) channel KT4.1)	KCNK4 TRAAK	Homo sapiens (Human)	393
PRDX5	P30044	PRDX5_HUMAN	reviewed	Peroxiredoxin-5, mitochondrial (EC 1.11.1.15) (Alu corepressor 1) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20)	PRDX5 ACR1 SBBI10	Homo sapiens (Human)	214
CCDC88B	A6NC98	CC88B_HUMAN	reviewed	Coiled-coil domain-containing protein 88B (Brain leucine zipper domain-containing protein) (Gipie) (Hook-related protein 3) (HkRP3)	CCDC88B BRLZ	Homo sapiens (Human)	1476
RPS6KA4	O75676	KS6A4_HUMAN	reviewed	Ribosomal protein S6 kinase alpha-4 (S6K-alpha-4) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 4) (Nuclear mitogen- and stress-activated protein kinase 2) (Ribosomal protein kinase B) (RSKB)	RPS6KA4 MSK2	Homo sapiens (Human)	772
SLC22A12	Q96S37	S22AC_HUMAN	reviewed	Solute carrier family 22 member 12 (Organic anion transporter 4-like protein) (Renal-specific transporter) (RST) (Urate anion exchanger 1)	SLC22A12 OATL4 URAT1 UNQ6453/PRO34004	Homo sapiens (Human)	553
NRXN2	P58401	NRX2B_HUMAN	reviewed	Neurexin-2-beta (Neurexin II-beta)	NRXN2	Homo sapiens (Human)	666
NRXN2	Q9P2S2	NRX2A_HUMAN	reviewed	Neurexin-2 (Neurexin II-alpha) (Neurexin-2-alpha)	NRXN2 KIAA0921	Homo sapiens (Human)	1712
MEN1	O00255	MEN1_HUMAN	reviewed	Menin	MEN1 SCG2	Homo sapiens (Human)	615
CDC42BPG	Q6DT37	MRCKG_HUMAN	reviewed	Serine/threonine-protein kinase MRCK gamma (EC 2.7.11.1) (CDC42-binding protein kinase gamma) (DMPK-like gamma) (Myotonic dystrophy kinase-related CDC42-binding kinase gamma) (MRCK gamma) (MRCKG) (Myotonic dystrophy protein kinase-like gamma) (Myotonic dystrophy protein kinase-like alpha)	CDC42BPG DMPK2	Homo sapiens (Human)	1551
EHD1	Q9H4M9	EHD1_HUMAN	reviewed	EH domain-containing protein 1 (PAST homolog 1) (hPAST1) (Testilin)	EHD1 PAST PAST1 CDABP0131	Homo sapiens (Human)	534
ATG2A	Q2TAZ0	ATG2A_HUMAN	reviewed	Autophagy-related protein 2 homolog A	ATG2A KIAA0404	Homo sapiens (Human)	1938
ARL2	P36404	ARL2_HUMAN	reviewed	ADP-ribosylation factor-like protein 2	ARL2	Homo sapiens (Human)	184
SNX15	Q9NRS6	SNX15_HUMAN	reviewed	Sorting nexin-15	SNX15	Homo sapiens (Human)	342
SAC3D1	A6NKF1	SAC31_HUMAN	reviewed	SAC3 domain-containing protein 1 (SAC3 homology domain-containing protein 1)	SAC3D1 SHD1	Homo sapiens (Human)	404
TMEM262	E9PQX1	TM262_HUMAN	reviewed	Transmembrane protein 262	TMEM262	Homo sapiens (Human)	116
TM7SF2	O76062	ERG24_HUMAN	reviewed	Delta(14)-sterol reductase TM7SF2 (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (Another new gene 1 protein) (C-14 sterol reductase) (C14SR) (Putative sterol reductase SR-1) (Sterol C14-reductase) (Transmembrane 7 superfamily member 2)	TM7SF2 ANG1	Homo sapiens (Human)	418
ZNHIT2	Q9UHR6	ZNHI2_HUMAN	reviewed	Zinc finger HIT domain-containing protein 2 (Protein FON)	ZNHIT2 C11orf5	Homo sapiens (Human)	403
SYVN1	Q86TM6	SYVN1_HUMAN	reviewed	E3 ubiquitin-protein ligase synoviolin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase synoviolin) (Synovial apoptosis inhibitor 1)	SYVN1 HRD1 KIAA1810	Homo sapiens (Human)	617
SLC22A20	A6NK97	S22AK_HUMAN	reviewed	Solute carrier family 22 member 20 (Organic anion transporter 6) (Solute carrier family 22 member 20 pseudogene)	SLC22A20P OAT6 SLC22A20	Homo sapiens (Human)	555
SLC25A45	Q8N413	S2545_HUMAN	reviewed	Solute carrier family 25 member 45	SLC25A45	Homo sapiens (Human)	288
FRMD8	Q9BZ67	FRMD8_HUMAN	reviewed	FERM domain-containing protein 8 (Band4.1 inhibitor LRP interactor) (Bili) (iRhom tail-associated protein) (iTAP)	FRMD8 FKSG44	Homo sapiens (Human)	464
EHBP1L1	Q8N3D4	EH1L1_HUMAN	reviewed	EH domain-binding protein 1-like protein 1	EHBP1L1	Homo sapiens (Human)	1523
MAP3K11	Q16584	M3K11_HUMAN	reviewed	Mitogen-activated protein kinase kinase kinase 11 (EC 2.7.11.25) (Mixed lineage kinase 3) (Src-homology 3 domain-containing proline-rich kinase)	MAP3K11 MLK3 PTK1 SPRK	Homo sapiens (Human)	847
PCNX3	Q9H6A9	PCX3_HUMAN	reviewed	Pecanex-like protein 3 (Pecanex homolog protein 3)	PCNX3 PCNXL3	Homo sapiens (Human)	2034
SIPA1	Q96FS4	SIPA1_HUMAN	reviewed	Signal-induced proliferation-associated protein 1 (Sipa-1) (GTPase-activating protein Spa-1) (p130 SPA-1)	SIPA1 SPA1	Homo sapiens (Human)	1042
AP5B1	Q2VPB7	AP5B1_HUMAN	reviewed	AP-5 complex subunit beta-1 (Adaptor-related protein complex 5 beta subunit) (Beta5)	AP5B1 PP1030	Homo sapiens (Human)	878
SNX32	Q86XE0	SNX32_HUMAN	reviewed	Sorting nexin-32 (Sorting nexin-6B)	SNX32 SNX6B	Homo sapiens (Human)	403
MUS81	Q96NY9	MUS81_HUMAN	reviewed	Crossover junction endonuclease MUS81 (EC 3.1.22.-)	MUS81	Homo sapiens (Human)	551
EFEMP2	O95967	FBLN4_HUMAN	reviewed	EGF-containing fibulin-like extracellular matrix protein 2 (Fibulin-4) (FIBL-4) (Protein UPH1)	EFEMP2 FBLN4 UNQ200/PRO226	Homo sapiens (Human)	443
CTSW	P56202	CATW_HUMAN	reviewed	Cathepsin W (EC 3.4.22.-) (Lymphopain)	CTSW	Homo sapiens (Human)	376
FOSL1	P15407	FOSL1_HUMAN	reviewed	Fos-related antigen 1 (FRA-1)	FOSL1 FRA1	Homo sapiens (Human)	271
C11orf68	Q9H3H3	CK068_HUMAN	reviewed	UPF0696 protein C11orf68 (Basophilic leukemia-expressed protein Bles03) (Protein p5326)	C11orf68 BLES03	Homo sapiens (Human)	292
TSGA10IP	Q3SY00	T10IP_HUMAN	reviewed	Testis-specific protein 10-interacting protein (Tsga10-interacting protein)	TSGA10IP	Homo sapiens (Human)	556
SART1	O43290	SNUT1_HUMAN	reviewed	U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1)	SART1	Homo sapiens (Human)	800
CATSPER1	Q8NEC5	CTSR1_HUMAN	reviewed	Cation channel sperm-associated protein 1 (CatSper1) (hCatSper)	CATSPER1	Homo sapiens (Human)	780
GAL3ST3	Q96A11	G3ST3_HUMAN	reviewed	Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal3ST3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)	GAL3ST3	Homo sapiens (Human)	431
KLC2	Q6P597	KLC3_HUMAN	reviewed	Kinesin light chain 3 (KLC2-like) (kinesin light chain 2)	KLC3 KLC2 KLC2L	Homo sapiens (Human)	504
KLC2	Q9H0B6	KLC2_HUMAN	reviewed	Kinesin light chain 2 (KLC 2)	KLC2	Homo sapiens (Human)	622
CNIH2	Q6PI25	CNIH2_HUMAN	reviewed	Protein cornichon homolog 2 (CNIH-2) (Cornichon family AMPA receptor auxiliary protein 2) (Cornichon-like protein)	CNIH2 CNIL	Homo sapiens (Human)	160
RIN1	Q13671	RIN1_HUMAN	reviewed	Ras and Rab interactor 1 (Ras inhibitor JC99) (Ras interaction/interference protein 1)	RIN1	Homo sapiens (Human)	783
BRMS1	Q9HCU9	BRMS1_HUMAN	reviewed	Breast cancer metastasis-suppressor 1	BRMS1	Homo sapiens (Human)	246
B4GAT1	O43505	B4GA1_HUMAN	reviewed	Beta-1,4-glucuronyltransferase 1 (EC 2.4.1.-) (I-beta-1,3-N-acetylglucosaminyltransferase) (iGnT) (N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase) (Poly-N-acetyllactosamine extension enzyme) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1)	B4GAT1 B3GNT1 B3GNT6	Homo sapiens (Human)	415
MRPL11	Q9Y3B7	RM11_HUMAN	reviewed	39S ribosomal protein L11, mitochondrial (L11mt) (MRP-L11) (Mitochondrial large ribosomal subunit protein uL11m)	MRPL11 CGI-113	Homo sapiens (Human)	192
DPP3	Q9NY33	DPP3_HUMAN	reviewed	Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B)	DPP3	Homo sapiens (Human)	737
ACTN3	Q08043	ACTN3_HUMAN	reviewed	Alpha-actinin-3 (Alpha-actinin skeletal muscle isoform 3) (F-actin cross-linking protein)	ACTN3	Homo sapiens (Human)	901
CTSF	Q9UBX1	CATF_HUMAN	reviewed	Cathepsin F (CATSF) (EC 3.4.22.41)	CTSF	Homo sapiens (Human)	484
CCDC87	Q9NVE4	CCD87_HUMAN	reviewed	Coiled-coil domain-containing protein 87	CCDC87	Homo sapiens (Human)	849
SPTBN2	O15020	SPTN2_HUMAN	reviewed	Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)	SPTBN2 KIAA0302 SCA5	Homo sapiens (Human)	2390
C11orf80	Q8N6T0	TO6BL_HUMAN	reviewed	Type 2 DNA topoisomerase 6 subunit B-like (Type 2 DNA topoisomerase VI subunit B-like) (TOPOVIBL)	TOP6BL C11orf80	Homo sapiens (Human)	577
LRFN4	Q6PJG9	LRFN4_HUMAN	reviewed	Leucine-rich repeat and fibronectin type-III domain-containing protein 4	LRFN4 SALM3	Homo sapiens (Human)	635
RHOD	O00212	RHOD_HUMAN	reviewed	Rho-related GTP-binding protein RhoD (Rho-related protein HP1) (RhoHP1)	RHOD ARHD	Homo sapiens (Human)	210
GRK2	P25098	ARBK1_HUMAN	reviewed	Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2)	GRK2 ADRBK1 BARK BARK1	Homo sapiens (Human)	689
ANKRD13D	Q6ZTN6	AN13D_HUMAN	reviewed	Ankyrin repeat domain-containing protein 13D	ANKRD13D	Homo sapiens (Human)	518
RPS6KB2	Q9UBS0	KS6B2_HUMAN	reviewed	Ribosomal protein S6 kinase beta-2 (S6K-beta-2) (S6K2) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 2) (P70S6K2) (p70-S6K 2) (S6 kinase-related kinase) (SRK) (Serine/threonine-protein kinase 14B) (p70 ribosomal S6 kinase beta) (S6K-beta) (p70 S6 kinase beta) (p70 S6K-beta) (p70 S6KB) (p70-beta)	RPS6KB2 STK14B	Homo sapiens (Human)	482
AIP	O00170	AIP_HUMAN	reviewed	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)	AIP XAP2	Homo sapiens (Human)	330
AIP	Q9NWT8	AKIP_HUMAN	reviewed	Aurora kinase A-interacting protein (AURKA-interacting protein) (28S ribosomal protein S38, mitochondrial) (MRP-S38) (Mitochondrial small ribosomal subunit protein mS38)	AURKAIP1 AIP AKIP MRPS38	Homo sapiens (Human)	199
PITPNM1	O00562	PITM1_HUMAN	reviewed	Membrane-associated phosphatidylinositol transfer protein 1 (Drosophila retinal degeneration B homolog) (Phosphatidylinositol transfer protein, membrane-associated 1) (PITPnm 1) (Pyk2 N-terminal domain-interacting receptor 2) (NIR-2)	PITPNM1 DRES9 NIR2 PITPNM	Homo sapiens (Human)	1244
CABP2	Q9NPB3	CABP2_HUMAN	reviewed	Calcium-binding protein 2 (CaBP2)	CABP2	Homo sapiens (Human)	220
GSTP1	P09211	GSTP1_HUMAN	reviewed	Glutathione S-transferase P (EC 2.5.1.18) (GST class-pi) (GSTP1-1)	GSTP1 FAEES3 GST3	Homo sapiens (Human)	210
C11orf72	Q8NBR9	CK072_HUMAN	reviewed	Uncharacterized protein C11orf72	C11orf72	Homo sapiens (Human)	251
NUDT8	Q8WV74	NUDT8_HUMAN	reviewed	Nucleoside diphosphate-linked moiety X motif 8 (Nudix motif 8) (EC 3.6.1.-)	NUDT8	Homo sapiens (Human)	236
TBX10	O75333	TBX10_HUMAN	reviewed	T-box transcription factor TBX10 (T-box protein 10)	TBX10 TBX7	Homo sapiens (Human)	385
ACY3	Q96HD9	ACY3_HUMAN	reviewed	N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) (EC 3.5.1.114) (Acylase III) (Aminoacylase-3) (ACY-3) (Aspartoacylase-2) (Hepatitis C virus core-binding protein 1) (HCBP1) (HCV core-binding protein 1)	ACY3 ASPA2	Homo sapiens (Human)	319
ALDH3B2	P48448	AL3B2_HUMAN	reviewed	Aldehyde dehydrogenase family 3 member B2 (EC 1.2.1.3) (Aldehyde dehydrogenase 8)	ALDH3B2 ALDH8	Homo sapiens (Human)	385
ALDH3B1	P43353	AL3B1_HUMAN	reviewed	Aldehyde dehydrogenase family 3 member B1 (EC 1.2.1.28) (EC 1.2.1.5) (EC 1.2.1.7) (Aldehyde dehydrogenase 7)	ALDH3B1 ALDH7	Homo sapiens (Human)	468
TCIRG1	Q13488	VPP3_HUMAN	reviewed	V-type proton ATPase 116 kDa subunit a isoform 3 (V-ATPase 116 kDa isoform a3) (Osteoclastic proton pump 116 kDa subunit) (OC-116 kDa) (OC116) (T-cell immune regulator 1) (T-cell immune response cDNA7 protein) (TIRC7) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 3)	TCIRG1 ATP6N1C ATP6V0A3	Homo sapiens (Human)	830
KMT5B	Q4FZB7	KMT5B_HUMAN	reviewed	Histone-lysine N-methyltransferase KMT5B (Lysine N-methyltransferase 5B) (Lysine-specific methyltransferase 5B) (Suppressor of variegation 4-20 homolog 1) (Su(var)4-20 homolog 1) (Suv4-20h1) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	KMT5B SUV420H1 CGI-85	Homo sapiens (Human)	885
C11orf24	Q96F05	CK024_HUMAN	reviewed	Uncharacterized protein C11orf24 (Protein DM4E3)	C11orf24 FP2568 UNQ1872/PRO4315	Homo sapiens (Human)	449
GAL	P22466	GALA_HUMAN	reviewed	Galanin peptides [Cleaved into: Galanin; Galanin message-associated peptide (GMAP)]	GAL GAL1 GALN GLNN	Homo sapiens (Human)	123
GAL	Q8N6F7	GCSAM_HUMAN	reviewed	Germinal center-associated signaling and motility protein (Germinal center B-cell-expressed transcript 2 protein) (Germinal center-associated lymphoma protein) (hGAL)	GCSAM GAL GCET2	Homo sapiens (Human)	178
CPT1A	P50416	CPT1A_HUMAN	reviewed	Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A)	CPT1A CPT1	Homo sapiens (Human)	773
IGHMBP2	P38935	SMBP2_HUMAN	reviewed	DNA-binding protein SMUBP-2 (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent helicase IGHMBP2) (Glial factor 1) (GF-1) (Immunoglobulin mu-binding protein 2)	IGHMBP2 SMBP2 SMUBP2	Homo sapiens (Human)	993
MRGPRD	Q8TDS7	MRGRD_HUMAN	reviewed	Mas-related G-protein coupled receptor member D (Beta-alanine receptor) (G-protein coupled receptor TGR7)	MRGPRD MRGD	Homo sapiens (Human)	321
MRGPRF	Q96AM1	MRGRF_HUMAN	reviewed	Mas-related G-protein coupled receptor member F (Mas-related gene F protein) (G-protein coupled receptor 140) (G-protein coupled receptor 168)	MRGPRF GPR140 GPR168 MRGF PSEC0142	Homo sapiens (Human)	343
CCND1	P24385	CCND1_HUMAN	reviewed	G1/S-specific cyclin-D1 (B-cell lymphoma 1 protein) (BCL-1) (BCL-1 oncogene) (PRAD1 oncogene)	CCND1 BCL1 PRAD1	Homo sapiens (Human)	295
ANO1	Q5XXA6	ANO1_HUMAN	reviewed	Anoctamin-1 (Discovered on gastrointestinal stromal tumors protein 1) (Oral cancer overexpressed protein 2) (Transmembrane protein 16A) (Tumor-amplified and overexpressed sequence 2)	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A	Homo sapiens (Human)	986
PPFIA1	Q13136	LIPA1_HUMAN	reviewed	Liprin-alpha-1 (LAR-interacting protein 1) (LIP-1) (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-1) (PTPRF-interacting protein alpha-1)	PPFIA1 LIP1	Homo sapiens (Human)	1202
SHANK2	Q9UPX8	SHAN2_HUMAN	reviewed	SH3 and multiple ankyrin repeat domains protein 2 (Shank2) (Cortactin-binding protein 1) (CortBP1) (Proline-rich synapse-associated protein 1)	SHANK2 CORTBP1 KIAA1022 PROSAP1	Homo sapiens (Human)	1470
DHCR7	Q9UBM7	DHCR7_HUMAN	reviewed	7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Delta7-sterol reductase) (Sterol Delta(7)-reductase) (Sterol reductase SR-2)	DHCR7 D7SR	Homo sapiens (Human)	475
NADSYN1	Q6IA69	NADE_HUMAN	reviewed	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]) (NAD(+) synthetase)	NADSYN1	Homo sapiens (Human)	706
RNF121	Q9H920	RN121_HUMAN	reviewed	RING finger protein 121	RNF121	Homo sapiens (Human)	327
ARAP1	Q96P48	ARAP1_HUMAN	reviewed	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)	ARAP1 CENTD2 KIAA0782	Homo sapiens (Human)	1450
P2RY2	P41231	P2RY2_HUMAN	reviewed	P2Y purinoceptor 2 (P2Y2) (ATP receptor) (P2U purinoceptor 1) (P2U1) (P2U receptor 1) (Purinergic receptor)	P2RY2 P2RU1	Homo sapiens (Human)	377
ARHGEF17	Q96PE2	ARHGH_HUMAN	reviewed	Rho guanine nucleotide exchange factor 17 (164 kDa Rho-specific guanine-nucleotide exchange factor) (p164-RhoGEF) (p164RhoGEF) (Tumor endothelial marker 4)	ARHGEF17 KIAA0337 TEM4	Homo sapiens (Human)	2063
FAM168A	Q92567	F168A_HUMAN	reviewed	Protein FAM168A (Tongue cancer chemotherapy resistance-associated protein 1)	FAM168A KIAA0280 TCRP1	Homo sapiens (Human)	244
UCP2	P55851	UCP2_HUMAN	reviewed	Mitochondrial uncoupling protein 2 (UCP 2) (Solute carrier family 25 member 8) (UCPH)	UCP2 SLC25A8	Homo sapiens (Human)	309
PGM2L1	Q6PCE3	PGM2L_HUMAN	reviewed	Glucose 1,6-bisphosphate synthase (EC 2.7.1.106) (PMMLP) (Phosphoglucomutase-2-like 1)	PGM2L1 BM32A	Homo sapiens (Human)	622
LIPT2	A6NK58	LIPT2_HUMAN	reviewed	Putative lipoyltransferase 2, mitochondrial (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	LIPT2	Homo sapiens (Human)	231
POLD3	Q15054	DPOD3_HUMAN	reviewed	DNA polymerase delta subunit 3 (DNA polymerase delta subunit C) (DNA polymerase delta subunit p66) (DNA polymerase delta subunit p68)	POLD3 KIAA0039	Homo sapiens (Human)	466
CHRDL2	Q6WN34	CRDL2_HUMAN	reviewed	Chordin-like protein 2 (Breast tumor novel factor 1) (BNF-1) (Chordin-related protein 2)	CHRDL2 BNF1 CHL2 UNQ765/PRO1557	Homo sapiens (Human)	429
XRRA1	Q6P2D8	XRRA1_HUMAN	reviewed	X-ray radiation resistance-associated protein 1	XRRA1	Homo sapiens (Human)	792
NEU3	Q9UQ49	NEUR3_HUMAN	reviewed	Sialidase-3 (EC 3.2.1.18) (Ganglioside sialidase) (Membrane sialidase) (N-acetyl-alpha-neuraminidase 3)	NEU3	Homo sapiens (Human)	428
SLCO2B1	O94956	SO2B1_HUMAN	reviewed	Solute carrier organic anion transporter family member 2B1 (Organic anion transporter B) (OATP-B) (Organic anion transporter polypeptide-related protein 2) (OATP-RP2) (OATPRP2) (Solute carrier family 21 member 9)	SLCO2B1 KIAA0880 OATP2B1 OATPB SLC21A9	Homo sapiens (Human)	709
KLHL35	Q6PF15	KLH35_HUMAN	reviewed	Kelch-like protein 35	KLHL35	Homo sapiens (Human)	583
GDPD5	Q8WTR4	GDPD5_HUMAN	reviewed	Glycerophosphodiester phosphodiesterase domain-containing protein 5 (EC 3.1.4.11) (Glycerophosphodiester phosphodiesterase 2)	GDPD5 GDE2 PP6037 PP9363 UNQ1850/PRO3580	Homo sapiens (Human)	605
SERPINH1	P50454	SERPH_HUMAN	reviewed	Serpin H1 (47 kDa heat shock protein) (Arsenic-transactivated protein 3) (AsTP3) (Cell proliferation-inducing gene 14 protein) (Collagen-binding protein) (Colligin) (Rheumatoid arthritis-related antigen RA-A47)	SERPINH1 CBP1 CBP2 HSP47 SERPINH2 PIG14	Homo sapiens (Human)	418
MAP6	Q96JE9	MAP6_HUMAN	reviewed	Microtubule-associated protein 6 (MAP-6) (Stable tubule-only polypeptide) (STOP)	MAP6 KIAA1878	Homo sapiens (Human)	813
MOGAT2	Q3SYC2	MOGT2_HUMAN	reviewed	2-acylglycerol O-acyltransferase 2 (EC 2.3.1.22) (Acyl-CoA:monoacylglycerol acyltransferase 2) (MGAT2) (hMGAT2) (Diacylglycerol O-acyltransferase candidate 5) (hDC5) (Diacylglycerol acyltransferase 2-like protein 5) (Monoacylglycerol O-acyltransferase 2)	MOGAT2 DC5 DGAT2L5	Homo sapiens (Human)	334
UVRAG	Q9P2Y5	UVRAG_HUMAN	reviewed	UV radiation resistance-associated gene protein (p63)	UVRAG	Homo sapiens (Human)	699
WNT11	O96014	WNT11_HUMAN	reviewed	Protein Wnt-11	WNT11	Homo sapiens (Human)	354
EMSY	Q7Z589	EMSY_HUMAN	reviewed	BRCA2-interacting transcriptional repressor EMSY	EMSY C11orf30 GL002	Homo sapiens (Human)	1322
LRRC32	Q14392	LRC32_HUMAN	reviewed	Transforming growth factor beta activator LRRC32 (Garpin) (Glycoprotein A repetitions predominant) (GARP) (Leucine-rich repeat-containing protein 32)	LRRC32 D11S833E	Homo sapiens (Human)	662
TSKU	Q8WUA8	TSK_HUMAN	reviewed	Tsukushin (Tsukushi) (E2-induced gene 4 protein) (Leucine-rich repeat-containing protein 54)	TSKU E2IG4 LRRC54 TSK UNQ850/PRO1788	Homo sapiens (Human)	353
